Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG,
-1.000e-08,0.806016,0.0422375
-9.000e-09,0.810078,0.0433594
-8.000e-09,0.806016,0.0414406
-7.000e-09,0.810078,0.0412781
-6.000e-09,0.806016,0.0392
-5.000e-09,0.802031,0.0376
-4.000e-09,0.818047,0.0406406
-3.000e-09,0.814063,0.0417594
-2.000e-09,0.818047,0.0404781
-1.000e-09,0.814063,0.0428781
0.000e+00,0.814063,0.0433594
1.000e-09,0.826016,0.0424
2.000e-09,0.818047,0.0404781
3.000e-09,0.83,0.0404781
4.000e-09,0.822031,0.0398406
5.000e-09,0.818047,0.0398406
6.000e-09,0.818047,0.0392
7.000e-09,0.822031,0.0376
8.000e-09,0.826016,0.0382406
9.000e-09,0.826016,0.0435187
1.000e-08,0.822031,0.0436781
1.100e-08,0.83,0.0422375
1.200e-08,0.83,0.0408
1.300e-08,0.838047,0.0384
1.400e-08,0.834062,0.0398406
1.500e-08,0.846016,0.0403187
1.600e-08,0.834062,0.0404781
1.700e-08,0.834062,0.0419187
1.800e-08,0.83,0.0436781
1.900e-08,0.842031,0.0422375
2.000e-08,0.834062,0.0422375
2.100e-08,0.846016,0.0417594
2.200e-08,0.838047,0.0414406
2.300e-08,0.846016,0.0382406
2.400e-08,0.846016,0.0382406
2.500e-08,0.846016,0.0417594
2.600e-08,0.842031,0.0420781
2.700e-08,0.85,0.0443187
2.800e-08,0.85,0.0417594
2.900e-08,0.85,0.0414406
3.000e-08,0.85,0.0406406
3.100e-08,0.858047,0.0436781
3.200e-08,0.854062,0.0409594
3.300e-08,0.854062,0.0403187
3.400e-08,0.858047,0.0408
3.500e-08,0.862031,0.0408
3.600e-08,0.858047,0.0422375
3.700e-08,0.858047,0.0412781
3.800e-08,0.854062,0.0435187
3.900e-08,0.862031,0.0420781
4.000e-08,0.87,0.0392
4.100e-08,0.866016,0.0384
4.200e-08,0.87,0.0376
4.300e-08,0.866016,0.0411187
4.400e-08,0.87,0.0414406
4.500e-08,0.866016,0.0427187
4.600e-08,0.878047,0.0424
4.700e-08,0.874062,0.0444781
4.800e-08,0.874062,0.0417594
4.900e-08,0.878047,0.0427187
5.000e-08,0.874062,0.0408
5.100e-08,0.882031,0.0387187
5.200e-08,0.882031,0.0403187
5.300e-08,0.886016,0.0411187
5.400e-08,0.882031,0.0409594
5.500e-08,0.89,0.0438375
5.600e-08,0.89,0.0419187
5.700e-08,0.89,0.0457594
5.800e-08,0.89,0.0446375
5.900e-08,0.893984,0.0432
6.000e-08,0.893984,0.0428781
6.100e-08,0.893984,0.0393594
6.200e-08,0.89,0.0393594
6.300e-08,0.89,0.0438375
6.400e-08,0.893984,0.0417594
6.500e-08,0.893984,0.0411187
6.600e-08,0.898047,0.0404781
6.700e-08,0.893984,0.0435187
6.800e-08,0.906016,0.0417594
6.900e-08,0.906016,0.0436781
7.000e-08,0.902031,0.0398406
7.100e-08,0.91,0.04
7.200e-08,0.906016,0.04
7.300e-08,0.91,0.0398406
7.400e-08,0.913984,0.0435187
7.500e-08,0.906016,0.0408
7.600e-08,0.918047,0.0443187
7.700e-08,0.91,0.0446375
7.800e-08,0.918047,0.0422375
7.900e-08,0.913984,0.0416
8.000e-08,0.913984,0.04
8.100e-08,0.918047,0.04
8.200e-08,0.913984,0.0428781
8.300e-08,0.926016,0.0425594
8.400e-08,0.93,0.0449594
8.500e-08,0.926016,0.044
8.600e-08,0.922031,0.0443187
8.700e-08,0.926016,0.0414406
8.800e-08,0.93,0.0403187
8.900e-08,0.93,0.0422375
9.000e-08,0.93,0.0412781
9.100e-08,0.938047,0.0409594
9.200e-08,0.938047,0.0411187
9.300e-08,0.933984,0.0409594
9.400e-08,0.933984,0.0447969
9.500e-08,0.938047,0.0436781
9.600e-08,0.933984,0.0444781
9.700e-08,0.942031,0.0425594
9.800e-08,0.942031,0.0414406
9.900e-08,0.942031,0.0430375
1.000e-07,0.942031,0.0427187
1.010e-07,0.942031,0.0441594
1.020e-07,0.946016,0.0393594
1.030e-07,0.946016,0.0403187
1.040e-07,0.942031,0.0408
1.050e-07,0.942031,0.0425594
1.060e-07,0.95,0.0430375
1.070e-07,0.957969,0.0438375
1.080e-07,0.95,0.0428781
1.090e-07,0.95,0.0406406
1.100e-07,0.957969,0.0368
1.110e-07,0.95,0.0387187
1.120e-07,0.962031,0.0392
1.130e-07,0.962031,0.0435187
1.140e-07,0.95,0.0451187
1.150e-07,0.957969,0.0449594
1.160e-07,0.962031,0.0417594
1.170e-07,0.962031,0.0369594
1.180e-07,0.962031,0.0358406
1.190e-07,0.966016,0.0366406
1.200e-07,0.97,0.0376
1.210e-07,0.966016,0.0414406
1.220e-07,0.97,0.0457594
1.230e-07,0.962031,0.0455969
1.240e-07,0.97,0.0412781
1.250e-07,0.97,0.0377594
1.260e-07,0.97,0.0379187
1.270e-07,0.97,0.0388812
1.280e-07,0.97,0.0419187
1.290e-07,0.97,0.0454375
1.300e-07,0.97,0.0446375
1.310e-07,0.97,0.0449594
1.320e-07,0.982031,0.0416
1.330e-07,0.973984,0.0385594
1.340e-07,0.982031,0.0393594
1.350e-07,0.977969,0.0438375
1.360e-07,0.973984,0.0425594
1.370e-07,0.982031,0.0427187
1.380e-07,0.982031,0.0430375
1.390e-07,0.982031,0.0425594
1.400e-07,0.977969,0.0384
1.410e-07,0.99,0.0401594
1.420e-07,0.986016,0.0376
1.430e-07,0.982031,0.0390406
1.440e-07,0.99,0.0433594
1.450e-07,0.986016,0.0411187
1.460e-07,0.99,0.0465594
1.470e-07,0.986016,0.0419187
1.480e-07,0.993984,0.0380812
1.490e-07,0.99,0.04
1.500e-07,0.99,0.0390406
1.510e-07,0.993984,0.0412781
1.520e-07,0.99,0.0417594
1.530e-07,0.997969,0.0419187
1.540e-07,0.99,0.0432
1.550e-07,0.993984,0.0427187
1.560e-07,0.997969,0.0435187
1.570e-07,0.99,0.0433594
1.580e-07,1.00203,0.0427187
1.590e-07,0.993984,0.0406406
1.600e-07,1.00203,0.0416
1.610e-07,0.99,0.0409594
1.620e-07,1.01,0.0425594
1.630e-07,1.00203,0.0435187
1.640e-07,1.00203,0.0401594
1.650e-07,1.00602,0.0420781
1.660e-07,1.00203,0.0425594
1.670e-07,1.00602,0.04
1.680e-07,1.01,0.0411187
1.690e-07,1.01,0.0422375
1.700e-07,1.01,0.0433594
1.710e-07,1.01,0.0406406
1.720e-07,1.01398,0.0425594
1.730e-07,1.00602,0.0409594
1.740e-07,1.01398,0.0406406
1.750e-07,1.01,0.0414406
1.760e-07,1.01398,0.0403187
1.770e-07,1.01398,0.0430375
1.780e-07,1.02602,0.0419187
1.790e-07,1.02203,0.0419187
1.800e-07,1.02602,0.0408
1.810e-07,1.01398,0.0403187
1.820e-07,1.03,0.0398406
1.830e-07,1.02602,0.0408
1.840e-07,1.03,0.0417594
1.850e-07,1.01797,0.0412781
1.860e-07,1.03,0.0444781
1.870e-07,1.02602,0.0416
1.880e-07,1.02602,0.0409594
1.890e-07,1.03,0.0425594
1.900e-07,1.03,0.0424
1.910e-07,1.03398,0.0420781
1.920e-07,1.04195,0.0424
1.930e-07,1.03,0.0393594
1.940e-07,1.03398,0.0408
1.950e-07,1.03,0.0427187
1.960e-07,1.03797,0.0411187
1.970e-07,1.04195,0.0420781
1.980e-07,1.05,0.0430375
1.990e-07,1.03398,0.0422375
2.000e-07,1.04602,0.0398406
2.010e-07,1.04195,0.0420781
2.020e-07,1.05,0.0412781
2.030e-07,1.05,0.0430375
2.040e-07,1.05398,0.0398406
2.050e-07,1.04602,0.0398406
2.060e-07,1.05,0.0411187
2.070e-07,1.05398,0.0419187
2.080e-07,1.06195,0.0417594
2.090e-07,1.05398,0.0393594
2.100e-07,1.05398,0.0401594
2.110e-07,1.04602,0.0408
2.120e-07,1.06195,0.0403187
2.130e-07,1.05797,0.0395187
2.140e-07,1.05797,0.0422375
2.150e-07,1.07398,0.0459187
2.160e-07,1.06602,0.0419187
2.170e-07,1.07,0.0412781
2.180e-07,1.06602,0.0420781
2.190e-07,1.07,0.0404781
2.200e-07,1.06602,0.0390406
2.210e-07,1.06602,0.0403187
2.220e-07,1.07797,0.0416
2.230e-07,1.08602,0.0435187
2.240e-07,1.07398,0.0420781
2.250e-07,1.07797,0.0443187
2.260e-07,1.06195,0.0422375
2.270e-07,1.07398,0.0420781
2.280e-07,1.07398,0.0412781
2.290e-07,1.07398,0.0398406
2.300e-07,1.08602,0.0425594
2.310e-07,1.08602,0.0396781
2.320e-07,1.08602,0.0387187
2.330e-07,1.08195,0.0428781
2.340e-07,1.09,0.0438375
2.350e-07,1.09,0.0420781
2.360e-07,1.08602,0.0435187
2.370e-07,1.09,0.0444781
2.380e-07,1.09,0.0409594
2.390e-07,1.09,0.0425594
2.400e-07,1.09,0.0406406
2.410e-07,1.09,0.0393594
2.420e-07,1.09398,0.0417594
2.430e-07,1.09398,0.0396781
2.440e-07,1.09,0.0408
2.450e-07,1.09797,0.0444781
2.460e-07,1.09398,0.0414406
2.470e-07,1.10195,0.0428781
2.480e-07,1.09797,0.0392
2.490e-07,1.09398,0.04
2.500e-07,1.09797,0.0406406
2.510e-07,1.10195,0.0388812
2.520e-07,1.09797,0.0371187
2.530e-07,1.10594,0.0424
2.540e-07,1.09797,0.0417594
2.550e-07,1.09398,0.0438375
2.560e-07,1.10594,0.0411187
2.570e-07,1.10594,0.0417594
2.580e-07,1.10195,0.0444781
2.590e-07,1.11,0.04
2.600e-07,1.11,0.0377594
2.610e-07,1.11797,0.0379187
2.620e-07,1.11,0.0420781
2.630e-07,1.10594,0.0432
2.640e-07,1.11,0.0417594
2.650e-07,1.11398,0.0409594
2.660e-07,1.11,0.0408
2.670e-07,1.11,0.0430375
2.680e-07,1.11,0.0401594
2.690e-07,1.11797,0.0404781
2.700e-07,1.11398,0.0424
2.710e-07,1.11398,0.0411187
2.720e-07,1.13,0.0419187
2.730e-07,1.12594,0.0422375
2.740e-07,1.11797,0.0393594
2.750e-07,1.13,0.0401594
2.760e-07,1.12195,0.0430375
2.770e-07,1.13,0.0432
2.780e-07,1.13398,0.0433594
2.790e-07,1.14195,0.0420781
2.800e-07,1.12594,0.0387187
2.810e-07,1.13,0.0382406
2.820e-07,1.12594,0.0382406
2.830e-07,1.13,0.0408
2.840e-07,1.13,0.0416
2.850e-07,1.12594,0.0388812
2.860e-07,1.13,0.0436781
2.870e-07,1.13,0.0427187
2.880e-07,1.13797,0.0451187
2.890e-07,1.14594,0.0401594
2.900e-07,1.12195,0.0395187
2.910e-07,1.15,0.0408
2.920e-07,1.14594,0.0430375
2.930e-07,1.13398,0.0449594
2.940e-07,1.14195,0.0414406
2.950e-07,1.14594,0.0428781
2.960e-07,1.14594,0.0430375
2.970e-07,1.13797,0.0419187
2.980e-07,1.13398,0.0392
2.990e-07,1.15,0.0419187
3.000e-07,1.15797,0.0404781
3.010e-07,1.15398,0.0433594
3.020e-07,1.14594,0.0408
3.030e-07,1.15398,0.0436781
3.040e-07,1.14594,0.0449594
3.050e-07,1.14594,0.0444781
3.060e-07,1.14594,0.0417594
3.070e-07,1.15797,0.0422375
3.080e-07,1.16195,0.0420781
3.090e-07,1.15797,0.0387187
3.100e-07,1.15398,0.0379187
3.110e-07,1.16195,0.0401594
3.120e-07,1.16594,0.0404781
3.130e-07,1.15797,0.0420781
3.140e-07,1.16594,0.0414406
3.150e-07,1.16992,0.0430375
3.160e-07,1.16594,0.0404781
3.170e-07,1.16992,0.0408
3.180e-07,1.16594,0.0449594
3.190e-07,1.16195,0.0428781
3.200e-07,1.16594,0.0424
3.210e-07,1.16992,0.0419187
3.220e-07,1.17398,0.0422375
3.230e-07,1.17398,0.0398406
3.240e-07,1.16992,0.0408
3.250e-07,1.18195,0.0420781
3.260e-07,1.18195,0.0419187
3.270e-07,1.18992,0.0401594
3.280e-07,1.17398,0.0390406
3.290e-07,1.18992,0.0395187
3.300e-07,1.18992,0.0408
3.310e-07,1.17797,0.04
3.320e-07,1.17797,0.0432
3.330e-07,1.17797,0.0446375
3.340e-07,1.18594,0.0435187
3.350e-07,1.18594,0.0435187
3.360e-07,1.18594,0.0432
3.370e-07,1.18992,0.0406406
3.380e-07,1.18195,0.0425594
3.390e-07,1.18992,0.0390406
3.400e-07,1.19398,0.04
3.410e-07,1.20195,0.044
3.420e-07,1.18992,0.0433594
3.430e-07,1.18992,0.0419187
3.440e-07,1.18992,0.0444781
3.450e-07,1.18992,0.0416
3.460e-07,1.19398,0.0462375
3.470e-07,1.18594,0.0414406
3.480e-07,1.18992,0.0393594
3.490e-07,1.19797,0.0416
3.500e-07,1.19797,0.044
3.510e-07,1.19797,0.0414406
3.520e-07,1.19797,0.0430375
3.530e-07,1.20195,0.0422375
3.540e-07,1.19797,0.0401594
3.550e-07,1.20594,0.0393594
3.560e-07,1.20195,0.0395187
3.570e-07,1.20992,0.0414406
3.580e-07,1.20992,0.0422375
3.590e-07,1.20992,0.0398406
3.600e-07,1.20992,0.0401594
3.610e-07,1.20594,0.0412781
3.620e-07,1.21797,0.0411187
3.630e-07,1.21797,0.0396781
3.640e-07,1.21797,0.0406406
3.650e-07,1.21398,0.0430375
3.660e-07,1.20992,0.0395187
3.670e-07,1.20992,0.0401594
3.680e-07,1.20992,0.0412781
3.690e-07,1.20992,0.0412781
3.700e-07,1.21398,0.0430375
3.710e-07,1.21797,0.0419187
3.720e-07,1.22594,0.0441594
3.730e-07,1.21398,0.044
3.740e-07,1.21398,0.0412781
3.750e-07,1.22594,0.0390406
3.760e-07,1.21797,0.0372812
3.770e-07,1.22992,0.0424
3.780e-07,1.22195,0.04
3.790e-07,1.22594,0.0424
3.800e-07,1.22195,0.0449594
3.810e-07,1.22594,0.0462375
3.820e-07,1.22594,0.0417594
3.830e-07,1.22992,0.036
3.840e-07,1.22992,0.0347219
3.850e-07,1.22992,0.0416
3.860e-07,1.22195,0.0420781
3.870e-07,1.23391,0.0422375
3.880e-07,1.22594,0.044
3.890e-07,1.23391,0.0424
3.900e-07,1.23797,0.044
3.910e-07,1.23797,0.0408
3.920e-07,1.23391,0.0323219
3.930e-07,1.24195,0.0385594
3.940e-07,1.23391,0.0433594
3.950e-07,1.23391,0.0465594
3.960e-07,1.24195,0.0408
3.970e-07,1.24195,0.0380812
3.980e-07,1.24594,0.0404781
3.990e-07,1.24195,0.0433594
4.000e-07,1.24594,0.0425594
4.010e-07,1.23797,0.0412781
4.020e-07,1.24594,0.0416
4.030e-07,1.25797,0.0417594
4.040e-07,1.24195,0.0424
4.050e-07,1.24992,0.0385594
4.060e-07,1.24992,0.0363187
4.070e-07,1.24594,0.0392
4.080e-07,1.24992,0.0451187
4.090e-07,1.25797,0.0481562
4.100e-07,1.25391,0.0428781
4.110e-07,1.24992,0.0438375
4.120e-07,1.26195,0.0403187
4.130e-07,1.25797,0.0404781
4.140e-07,1.26195,0.0393594
4.150e-07,1.26195,0.0408
4.160e-07,1.25391,0.0430375
4.170e-07,1.26195,0.0457594
4.180e-07,1.25797,0.0457594
4.190e-07,1.26992,0.0454375
4.200e-07,1.26195,0.0404781
4.210e-07,1.26195,0.0416
4.220e-07,1.26195,0.0422375
4.230e-07,1.25391,0.04
4.240e-07,1.26195,0.04
4.250e-07,1.26195,0.0408
4.260e-07,1.26992,0.0401594
4.270e-07,1.27391,0.0432
4.280e-07,1.26992,0.0428781
4.290e-07,1.26594,0.0441594
4.300e-07,1.26594,0.0444781
4.310e-07,1.27797,0.0433594
4.320e-07,1.27391,0.0398406
4.330e-07,1.27391,0.0392
4.340e-07,1.26992,0.0398406
4.350e-07,1.27797,0.0404781
4.360e-07,1.26195,0.0395187
4.370e-07,1.28195,0.0408
4.380e-07,1.28195,0.0432
4.390e-07,1.27797,0.0454375
4.400e-07,1.27797,0.0443187
4.410e-07,1.27797,0.0409594
4.420e-07,1.28195,0.0382406
4.430e-07,1.28594,0.0395187
4.440e-07,1.28195,0.0396781
4.450e-07,1.28992,0.0388812
4.460e-07,1.28195,0.0385594
4.470e-07,1.28594,0.0396781
4.480e-07,1.28594,0.0432
4.490e-07,1.27797,0.0430375
4.500e-07,1.28594,0.0403187
4.510e-07,1.28992,0.0414406
4.520e-07,1.28992,0.0409594
4.530e-07,1.29391,0.0416
4.540e-07,1.28594,0.0425594
4.550e-07,1.28992,0.0392
4.560e-07,1.28992,0.0406406
4.570e-07,1.28992,0.0447969
4.580e-07,1.28992,0.0467187
4.590e-07,1.28594,0.0420781
4.600e-07,1.29789,0.0409594
4.610e-07,1.29391,0.0379187
4.620e-07,1.29391,0.0388812
4.630e-07,1.29391,0.0404781
4.640e-07,1.28992,0.0432
4.650e-07,1.30195,0.0412781
4.660e-07,1.30594,0.0455969
4.670e-07,1.29391,0.0441594
4.680e-07,1.29789,0.0449594
4.690e-07,1.30195,0.0424
4.700e-07,1.30992,0.0419187
4.710e-07,1.29789,0.04
4.720e-07,1.30195,0.0382406
4.730e-07,1.30195,0.0411187
4.740e-07,1.29789,0.0409594
4.750e-07,1.30594,0.0420781
4.760e-07,1.30195,0.0403187
4.770e-07,1.29789,0.0396781
4.780e-07,1.30992,0.0404781
4.790e-07,1.30594,0.0406406
4.800e-07,1.30992,0.04
4.810e-07,1.30594,0.0432
4.820e-07,1.30594,0.0435187
4.830e-07,1.29789,0.0430375
4.840e-07,1.30594,0.0364812
4.850e-07,1.31391,0.0390406
4.860e-07,1.30594,0.0401594
4.870e-07,1.30992,0.0406406
4.880e-07,1.31391,0.0388812
4.890e-07,1.30992,0.0404781
4.900e-07,1.32195,0.0408
4.910e-07,1.30594,0.0409594
4.920e-07,1.31391,0.0396781
4.930e-07,1.30992,0.0419187
4.940e-07,1.31789,0.0427187
4.950e-07,1.32195,0.0406406
4.960e-07,1.31789,0.0398406
4.970e-07,1.31789,0.0414406
4.980e-07,1.32195,0.0412781
4.990e-07,1.31391,0.0425594
5.000e-07,1.32195,0.0412781
5.010e-07,1.30992,0.0412781
5.020e-07,1.32594,0.0428781
5.030e-07,1.32195,0.0459187
5.040e-07,1.31789,0.0430375
5.050e-07,1.32594,0.0398406
5.060e-07,1.32195,0.0406406
5.070e-07,1.32594,0.0460781
5.080e-07,1.32992,0.0444781
5.090e-07,1.32992,0.0428781
5.100e-07,1.33391,0.0396781
5.110e-07,1.33391,0.0438375
5.120e-07,1.32594,0.0427187
5.130e-07,1.32992,0.0409594
5.140e-07,1.32992,0.0409594
5.150e-07,1.33789,0.0377594
5.160e-07,1.33391,0.0422375
5.170e-07,1.33789,0.0411187
5.180e-07,1.33789,0.0428781
5.190e-07,1.34594,0.0419187
5.200e-07,1.34195,0.0417594
5.210e-07,1.34594,0.0412781
5.220e-07,1.33789,0.0408
5.230e-07,1.35391,0.0422375
5.240e-07,1.34992,0.0404781
5.250e-07,1.34992,0.0395187
5.260e-07,1.34992,0.0403187
5.270e-07,1.34594,0.0387187
5.280e-07,1.34195,0.0398406
5.290e-07,1.34992,0.04
5.300e-07,1.34195,0.0404781
5.310e-07,1.35391,0.0435187
5.320e-07,1.35391,0.0436781
5.330e-07,1.34594,0.0432
5.340e-07,1.36187,0.0427187
5.350e-07,1.35391,0.0396781
5.360e-07,1.34992,0.0425594
5.370e-07,1.35391,0.04
5.380e-07,1.34992,0.0382406
5.390e-07,1.34594,0.0371187
5.400e-07,1.35789,0.0388812
5.410e-07,1.34992,0.04
5.420e-07,1.35391,0.0404781
5.430e-07,1.34992,0.0416
5.440e-07,1.34992,0.0393594
5.450e-07,1.35391,0.0390406
5.460e-07,1.34992,0.0390406
5.470e-07,1.35789,0.0382406
5.480e-07,1.35789,0.0396781
5.490e-07,1.34992,0.0379187
5.500e-07,1.36594,0.0430375
5.510e-07,1.35789,0.04
5.520e-07,1.34992,0.0447969
5.530e-07,1.35391,0.0436781
5.540e-07,1.34992,0.0419187
5.550e-07,1.35789,0.0420781
5.560e-07,1.36992,0.0409594
5.570e-07,1.37391,0.0403187
5.580e-07,1.36187,0.0409594
5.590e-07,1.36187,0.0406406
5.600e-07,1.35789,0.0419187
5.610e-07,1.36992,0.0457594
5.620e-07,1.36187,0.044
5.630e-07,1.36594,0.0447969
5.640e-07,1.37391,0.0447969
5.650e-07,1.36992,0.0393594
5.660e-07,1.37789,0.0408
5.670e-07,1.36992,0.0412781
5.680e-07,1.36992,0.0384
5.690e-07,1.37789,0.0396781
5.700e-07,1.36992,0.0409594
5.710e-07,1.38187,0.0443187
5.720e-07,1.37391,0.0441594
5.730e-07,1.37391,0.0424
5.740e-07,1.37789,0.0443187
5.750e-07,1.37789,0.0393594
5.760e-07,1.37789,0.0396781
5.770e-07,1.37391,0.0396781
5.780e-07,1.38594,0.0406406
5.790e-07,1.37391,0.0425594
5.800e-07,1.38594,0.0411187
5.810e-07,1.38187,0.0424
5.820e-07,1.38992,0.044
5.830e-07,1.38992,0.0428781
5.840e-07,1.38594,0.0414406
5.850e-07,1.38187,0.0395187
5.860e-07,1.38187,0.0388812
5.870e-07,1.37789,0.0404781
5.880e-07,1.38594,0.0388812
5.890e-07,1.38992,0.0409594
5.900e-07,1.38594,0.0427187
5.910e-07,1.38187,0.0425594
5.920e-07,1.38992,0.0420781
5.930e-07,1.38594,0.0427187
5.940e-07,1.38594,0.0433594
5.950e-07,1.38992,0.0393594
5.960e-07,1.38992,0.0425594
5.970e-07,1.39391,0.0393594
5.980e-07,1.38992,0.0403187
5.990e-07,1.38992,0.0396781
6.000e-07,1.39789,0.0414406
6.010e-07,1.39391,0.0468781
6.020e-07,1.39391,0.0471969
6.030e-07,1.40187,0.0451187
6.040e-07,1.38992,0.0412781
6.050e-07,1.39789,0.0408
6.060e-07,1.40187,0.0393594
6.070e-07,1.39391,0.0380812
6.080e-07,1.40187,0.0385594
6.090e-07,1.39789,0.0427187
6.100e-07,1.40187,0.0433594
6.110e-07,1.39789,0.0428781
6.120e-07,1.40594,0.0411187
6.130e-07,1.41391,0.0379187
6.140e-07,1.41391,0.0364812
6.150e-07,1.40187,0.0371187
6.160e-07,1.40187,0.0379187
6.170e-07,1.39789,0.04
6.180e-07,1.40594,0.0435187
6.190e-07,1.40594,0.0447969
6.200e-07,1.40594,0.0408
6.210e-07,1.40992,0.0401594
6.220e-07,1.41391,0.0406406
6.230e-07,1.40992,0.0425594
6.240e-07,1.40992,0.0446375
6.250e-07,1.40187,0.0403187
6.260e-07,1.41789,0.0403187
6.270e-07,1.40992,0.0403187
6.280e-07,1.40992,0.0406406
6.290e-07,1.41391,0.0424
6.300e-07,1.41391,0.0395187
6.310e-07,1.40992,0.0427187
6.320e-07,1.41789,0.0425594
6.330e-07,1.42586,0.0420781
6.340e-07,1.42586,0.0425594
6.350e-07,1.41391,0.0425594
6.360e-07,1.41789,0.0398406
6.370e-07,1.40992,0.0403187
6.380e-07,1.41789,0.0427187
6.390e-07,1.42586,0.0446375
6.400e-07,1.42188,0.0446375
6.410e-07,1.42586,0.0425594
6.420e-07,1.41391,0.0414406
6.430e-07,1.42188,0.0404781
6.440e-07,1.42992,0.0417594
6.450e-07,1.42992,0.0409594
6.460e-07,1.41789,0.0392
6.470e-07,1.42188,0.0419187
6.480e-07,1.42188,0.0377594
6.490e-07,1.42992,0.0412781
6.500e-07,1.42992,0.0396781
6.510e-07,1.42586,0.044
6.520e-07,1.42586,0.0408
6.530e-07,1.42992,0.0406406
6.540e-07,1.42992,0.0398406
6.550e-07,1.43391,0.0417594
6.560e-07,1.43391,0.0411187
6.570e-07,1.42586,0.04
6.580e-07,1.44188,0.0401594
6.590e-07,1.42586,0.0422375
6.600e-07,1.42992,0.0417594
6.610e-07,1.43391,0.0420781
6.620e-07,1.44188,0.0419187
6.630e-07,1.43789,0.0409594
6.640e-07,1.43789,0.0396781
6.650e-07,1.43391,0.0411187
6.660e-07,1.42992,0.0408
6.670e-07,1.44188,0.0408
6.680e-07,1.44188,0.0427187
6.690e-07,1.43391,0.0420781
6.700e-07,1.44586,0.0406406
6.710e-07,1.44992,0.0427187
6.720e-07,1.43789,0.0401594
6.730e-07,1.43391,0.0404781
6.740e-07,1.43391,0.0422375
6.750e-07,1.44188,0.0422375
6.760e-07,1.44586,0.0424
6.770e-07,1.43789,0.0408
6.780e-07,1.44586,0.0420781
6.790e-07,1.44586,0.0416
6.800e-07,1.44992,0.0409594
6.810e-07,1.44188,0.0412781
6.820e-07,1.44188,0.0401594
6.830e-07,1.44992,0.0393594
6.840e-07,1.44188,0.044
6.850e-07,1.44992,0.0436781
6.860e-07,1.44992,0.0417594
6.870e-07,1.44992,0.0446375
6.880e-07,1.44992,0.0422375
6.890e-07,1.46586,0.0422375
6.900e-07,1.44992,0.0409594
6.910e-07,1.45789,0.0387187
6.920e-07,1.44992,0.0388812
6.930e-07,1.44992,0.0412781
6.940e-07,1.44992,0.0427187
6.950e-07,1.45391,0.04
6.960e-07,1.45391,0.0412781
6.970e-07,1.44992,0.0427187
6.980e-07,1.45391,0.0416
6.990e-07,1.45789,0.0416
7.000e-07,1.45391,0.0392
7.010e-07,1.45391,0.0406406
7.020e-07,1.46586,0.0409594
7.030e-07,1.46586,0.0412781
7.040e-07,1.46586,0.0393594
7.050e-07,1.45391,0.0433594
7.060e-07,1.46188,0.044
7.070e-07,1.46188,0.0406406
7.080e-07,1.46586,0.0412781
7.090e-07,1.45789,0.0412781
7.100e-07,1.45391,0.0387187
7.110e-07,1.46188,0.0408
7.120e-07,1.46992,0.0382406
7.130e-07,1.46188,0.0416
7.140e-07,1.47391,0.0422375
7.150e-07,1.46586,0.0438375
7.160e-07,1.46188,0.0414406
7.170e-07,1.46992,0.0446375
7.180e-07,1.46586,0.0411187
7.190e-07,1.46586,0.0436781
7.200e-07,1.46188,0.04
7.210e-07,1.46992,0.0406406
7.220e-07,1.47391,0.0396781
7.230e-07,1.46992,0.0427187
7.240e-07,1.46992,0.0403187
7.250e-07,1.46992,0.0425594
7.260e-07,1.46586,0.0416
7.270e-07,1.47789,0.0443187
7.280e-07,1.47789,0.0387187
7.290e-07,1.46992,0.0422375
7.300e-07,1.46992,0.0401594
7.310e-07,1.47789,0.0417594
7.320e-07,1.47789,0.0412781
7.330e-07,1.47789,0.0424
7.340e-07,1.47391,0.0436781
7.350e-07,1.47789,0.0409594
7.360e-07,1.47391,0.0401594
7.370e-07,1.47391,0.0425594
7.380e-07,1.46992,0.0419187
7.390e-07,1.47391,0.0420781
7.400e-07,1.48188,0.04
7.410e-07,1.46992,0.0424
7.420e-07,1.47391,0.0428781
7.430e-07,1.48586,0.0441594
7.440e-07,1.47789,0.044
7.450e-07,1.48188,0.0409594
7.460e-07,1.48984,0.0385594
7.470e-07,1.47789,0.0422375
7.480e-07,1.48984,0.0396781
7.490e-07,1.48586,0.0406406
7.500e-07,1.49391,0.0425594
7.510e-07,1.48188,0.044
7.520e-07,1.48984,0.0384
7.530e-07,1.48984,0.0419187
7.540e-07,1.48984,0.0392
7.550e-07,1.48586,0.0444781
7.560e-07,1.47789,0.0419187
7.570e-07,1.48984,0.04
7.580e-07,1.49391,0.0393594
7.590e-07,1.49391,0.0412781
7.600e-07,1.48586,0.0403187
7.610e-07,1.48984,0.0428781
7.620e-07,1.48586,0.0404781
7.630e-07,1.48984,0.0443187
7.640e-07,1.48984,0.0441594
7.650e-07,1.48984,0.0408
7.660e-07,1.49391,0.0444781
7.670e-07,1.49789,0.0428781
7.680e-07,1.50586,0.0417594
7.690e-07,1.48586,0.0398406
7.700e-07,1.49391,0.0406406
7.710e-07,1.48586,0.0432
7.720e-07,1.50586,0.0401594
7.730e-07,1.49789,0.0432
7.740e-07,1.48984,0.0408
7.750e-07,1.49789,0.0428781
7.760e-07,1.49391,0.0401594
7.770e-07,1.49789,0.0438375
7.780e-07,1.50586,0.0424
7.790e-07,1.50188,0.0401594
