time	V(vout)
8.946056019482819e-06	1.789796e-01
8.946208607373443e-06	1.789787e-01
8.946246754346099e-06	1.789785e-01
8.946323048291412e-06	1.789781e-01
8.946475636182037e-06	1.789772e-01
8.946513783154693e-06	1.789769e-01
8.946590077100006e-06	1.789765e-01
8.946742664990630e-06	1.789756e-01
8.946780811963287e-06	1.789754e-01
8.946857105908600e-06	1.789749e-01
8.946876179394927e-06	1.789748e-01
8.946914326367584e-06	1.789746e-01
8.946990620312897e-06	1.789742e-01
8.947143208203521e-06	1.789733e-01
8.947181355176178e-06	1.789730e-01
8.947257649121491e-06	1.789726e-01
8.947276722607818e-06	1.789725e-01
8.947314869580475e-06	1.789722e-01
8.947391163525788e-06	1.789718e-01
8.947543751416412e-06	1.789709e-01
8.947548519787994e-06	1.789709e-01
8.947558056531157e-06	1.789708e-01
8.947577130017485e-06	1.789707e-01
8.947615276990141e-06	1.789705e-01
8.947691570935454e-06	1.789700e-01
8.947844158826079e-06	1.789691e-01
8.947882305798735e-06	1.789688e-01
8.947958599744048e-06	1.789684e-01
8.948111187634672e-06	1.789675e-01
8.948149334607329e-06	1.789673e-01
8.948225628552642e-06	1.789668e-01
8.948244702038969e-06	1.789667e-01
8.948282849011626e-06	1.789665e-01
8.948359142956939e-06	1.789660e-01
8.948511730847563e-06	1.789651e-01
8.948549877820220e-06	1.789649e-01
8.948626171765533e-06	1.789644e-01
8.948778759656157e-06	1.789635e-01
8.948816906628813e-06	1.789633e-01
8.948893200574126e-06	1.789628e-01
8.949045788464751e-06	1.789619e-01
8.949083935437407e-06	1.789617e-01
8.949093472180571e-06	1.789616e-01
8.949112545666898e-06	1.789615e-01
8.949150692639555e-06	1.789613e-01
8.949226986584868e-06	1.789608e-01
8.949379574475492e-06	1.789599e-01
8.949417721448149e-06	1.789597e-01
8.949494015393462e-06	1.789592e-01
8.949513088879789e-06	1.789591e-01
8.949551235852446e-06	1.789589e-01
8.949627529797759e-06	1.789584e-01
8.949780117688383e-06	1.789575e-01
8.949818264661039e-06	1.789573e-01
8.949827801404203e-06	1.789573e-01
8.949846874890530e-06	1.789571e-01
8.949885021863187e-06	1.789569e-01
8.949961315808500e-06	1.789565e-01
8.949980389294827e-06	1.789563e-01
8.950018536267484e-06	1.789561e-01
8.950094830212797e-06	1.789557e-01
8.950247418103421e-06	1.789548e-01
8.950285565076078e-06	1.789545e-01
8.950361859021391e-06	1.789541e-01
8.950514446912015e-06	1.789532e-01
8.950552593884671e-06	1.789530e-01
8.950628887829984e-06	1.789525e-01
8.950781475720609e-06	1.789516e-01
8.950819622693265e-06	1.789514e-01
8.950895916638578e-06	1.789509e-01
8.951048504529203e-06	1.789500e-01
8.951086651501859e-06	1.789498e-01
8.951162945447172e-06	1.789494e-01
8.951315533337796e-06	1.789485e-01
8.951353680310453e-06	1.789482e-01
8.951429974255766e-06	1.789478e-01
8.951582562146390e-06	1.789469e-01
8.951620709119047e-06	1.789467e-01
8.951697003064360e-06	1.789462e-01
8.951716076550687e-06	1.789461e-01
8.951754223523344e-06	1.789459e-01
8.951830517468657e-06	1.789454e-01
8.951983105359281e-06	1.789445e-01
8.952021252331937e-06	1.789443e-01
8.952097546277250e-06	1.789439e-01
8.952250134167875e-06	1.789429e-01
8.952288281140531e-06	1.789427e-01
8.952364575085844e-06	1.789423e-01
8.952383648572172e-06	1.789422e-01
8.952421795544828e-06	1.789419e-01
8.952498089490141e-06	1.789415e-01
8.952517162976469e-06	1.789414e-01
8.952555309949125e-06	1.789411e-01
8.952631603894438e-06	1.789407e-01
8.952784191785062e-06	1.789398e-01
8.952822338757719e-06	1.789396e-01
8.952898632703032e-06	1.789391e-01
8.953051220593656e-06	1.789382e-01
8.953089367566313e-06	1.789379e-01
8.953165661511626e-06	1.789375e-01
8.953318249402250e-06	1.789365e-01
8.953356396374906e-06	1.789363e-01
8.953432690320219e-06	1.789358e-01
8.953585278210844e-06	1.789349e-01
8.953623425183500e-06	1.789347e-01
8.953699719128813e-06	1.789342e-01
8.953852307019438e-06	1.789333e-01
8.953890453992094e-06	1.789330e-01
8.953966747937407e-06	1.789326e-01
8.954119335828031e-06	1.789316e-01
8.954157482800688e-06	1.789314e-01
8.954233776746001e-06	1.789309e-01
8.954252850232328e-06	1.789308e-01
8.954290997204985e-06	1.789306e-01
8.954367291150298e-06	1.789301e-01
8.954519879040922e-06	1.789292e-01
8.954558026013579e-06	1.789289e-01
8.954634319958892e-06	1.789284e-01
8.954786907849516e-06	1.789275e-01
8.954825054822172e-06	1.789272e-01
8.954901348767485e-06	1.789268e-01
8.955053936658110e-06	1.789258e-01
8.955092083630766e-06	1.789256e-01
8.955168377576079e-06	1.789251e-01
8.955320965466703e-06	1.789241e-01
8.955325733838285e-06	1.789241e-01
8.955335270581449e-06	1.789241e-01
8.955354344067776e-06	1.789239e-01
8.955392491040433e-06	1.789237e-01
8.955468784985746e-06	1.789232e-01
